x1, x2, type
-0.22949669759472235, -0.7912219531349647, 1
0.3412469600064163, -0.1048509338424104, 1
-0.13300268733650533, -0.9030075370591966, 1
-0.014462328640285405, 0.9603364028594823, 0
-0.19753388766089452, 0.9372815329869402, 0
-0.6007985835595908, -0.878129771525664, 1
0.20553815729925584, 0.8210047974462531, 0
-0.31025695157140976, -0.33933419965527634, 1
0.6718995244759345, 0.6310922370328125, 0
0.9970933363999652, 0.27592156588314865, 1
0.5227986937151898, 0.23245761437355927, 1
-0.2528749825251393, 0.9609905579613083, 0
-0.8887823672389761, -0.14066967075323644, 1
0.5289601787286644, 0.1551628019667155, 1
-0.8887094909979874, 0.22326936627048433, 0
-0.42190028420333503, 0.6245774524830792, 0
0.9876372713663928, -0.5873591255646426, 1
-0.572090320592266, 0.5532301750147861, 0
0.4945373163194773, -0.03631058462719916, 1
0.054542745589525765, 0.301569681383024, 1
0.22169128483566802, -0.9309991428030069, 1
-0.994296252123319, 0.5219108191709791, 0
0.8674156520542036, -0.6630386951492508, 1
-0.2756833430774681, -0.649531684022431, 1
-0.483741632437912, 0.6836398539131432, 0
-0.7082739251162635, -0.29437904908751067, 1
-0.7142369360956362, 0.7194885859591842, 0
-0.8366779253927543, -0.332891856925253, 1
0.6791083344081428, 0.951172907058248, 0
0.18066350921611374, -0.6014712960775221, 1
0.4347770386364429, 0.3082732251212783, 1
-0.4235192520782798, -0.1000900844438406, 1
-0.009129739771915446, 0.7598613304144302, 0
-0.44738104767208897, -0.8947943831490013, 1
-0.22162483062652139, 0.2656746181625764, 0
-0.589643184869052, -0.6059698350440668, 1
0.31909510693810694, -0.8612655503626541, 1
-0.49059667835362153, -0.14799876565215486, 1
-0.5082183839012777, -0.8770936221781924, 1
0.3019228720424576, -0.2767741000997874, 1
0.9596368778356124, -0.38044257350239175, 1
0.8210262565461972, 0.08536459024921417, 1
-0.8377624767955445, 0.09667683835172025, 0
-0.6026796102486918, -0.9484450035490422, 1
-0.7447711333651501, -0.744500015882195, 1
-0.47434825480610376, 0.011152686487478913, 1
0.45229648944869005, 0.6080888237828024, 0
0.122953992910241, 0.3808583379229453, 0
-0.8543506216752859, 0.5191109769285789, 0
-0.006726760778138052, -0.28783630371894153, 1
-0.007313969664182851, -0.8204026252397563, 1
-0.23942139931038642, -0.49822512336424474, 1
0.2607927704079962, 0.44312976371071167, 0
-0.26396032640318756, 0.7207674513687274, 0
0.7073714942072993, 0.5101624312260904, 1
-0.9354952628158453, -0.1164418212111169, 1
-0.2107185442130617, 0.07508142838784093, 1
0.7808624425639361, -0.23268298921190578, 1
0.6714330628534986, -0.43953671263982086, 1
0.8860072468290399, -0.036782192335164776, 1
0.4363867977044693, -0.7286318582426528, 1
0.9911591064359415, -0.9535220283181034, 1
0.5577299686145543, 0.10036174561019573, 1
0.4854006313457393, 0.35972190533626636, 1
-0.6204031197616733, -0.8536401037540651, 1
-0.06825054498969707, 0.7904437570481682, 0
0.44410321319690915, 0.7323360831112358, 0
-0.12919677136932783, -0.3232210109779097, 1
0.6523868146519725, 0.05627153124920192, 1
0.9613036589574517, -0.6795508479254067, 1
-0.8593099783125595, 0.9175999246995545, 0
0.8364174464022156, 0.9390884539121003, 0
-0.8719130628716811, 0.4341919571138986, 0
-0.04995913864566104, -0.8636972059423365, 1
-0.2738935524465902, -0.5328522223697556, 1
0.9128392854321905, -0.22843347071803421, 1
0.9622768826567252, 0.5199633731159379, 1
-0.2455551045538873, 0.9104455325436331, 0
-0.2067439089958758, -0.10687022247203237, 1
0.22252931493708727, -0.819573135694319, 1
-0.3407166667371946, -0.2000091259602954, 1
-0.718714116943934, 0.1416485205892386, 0
-0.18930488446963234, 0.19049874010961743, 1
0.10965332387238114, -0.07128023508832859, 1
-0.47797434257259397, -0.026295747654992097, 1
-0.6282904378789418, 0.6516044003608279, 0
0.2984694439647839, -0.1399619410757973, 1
-0.19052318628743392, 0.37997153165706665, 0
0.38105240908923266, -0.05965161949610698, 1
-0.7495912852529099, 0.7788282957630408, 0
0.08320495329796729, -0.742717772762904, 1
0.35012262660704674, -0.14227591638998094, 1
-0.7247250909724052, 0.2719838178188694, 0
0.06161506050261645, -0.0533275454310953, 1
-0.5751221553703929, 0.9630561781123093, 0
0.8911682430965739, 0.7548892450009128, 0
-0.46747630769228055, 0.6357623868660174, 0
0.09667404717975314, -0.29105850290516977, 1
0.06944785861692027, -0.3884548675034414, 1
-0.9050281599661396, 0.4238236696460236, 0
-0.013440428333205912, -0.8109461559412692, 1
0.41594308508514866, -0.5435589374733214, 1
-0.1763220219260795, -0.9079327131264874, 1
0.3270424388384674, 0.45677251623463744, 0
0.06635896871001434, 0.3818426558105823, 0
-0.6925210742525805, -0.7152741668303761, 1
-0.06482961944474308, -0.9856808886695272, 1
0.3430612008969247, -0.33665765641303014, 1
0.3592408978237882, -0.6926472893084417, 1
0.3679238128497635, -0.7831557953928523, 1
-0.7574511671553805, -0.0892194954539951, 1
-0.44311582597671184, -0.38239239150015236, 1
-0.04561767893789681, 0.08364132269287472, 1
0.5078376779086391, 0.4872795951534361, 1
0.6361571059368196, -0.9602145987994541, 1
0.021378366027848372, -0.8092106109110941, 1
-0.30168320108260294, -0.12033871135788199, 1
0.0078112388214288675, 0.07539625832716745, 1
0.23707573591183873, -0.03819081950107894, 1
0.9118896967233419, 0.3042329966458204, 1
-0.9701396468526975, -0.9967272778300784, 1
0.9877083297986051, 0.7841441254787078, 0
-0.09905172182604183, 0.2897002862136606, 1
0.6944616339925755, 0.2409812531461344, 1
-0.9382637258315258, -0.3314725516047383, 1
0.44287372383831203, -0.18329492510917755, 1
0.6456976254300246, -0.6380426439173752, 1
0.06418621538877578, 0.5321861028503176, 0
-0.737876890678618, 0.39613487369164635, 0
0.09286620259782885, -0.23683516416995065, 1
0.6106309316188252, 0.2878169552140559, 1
-0.9079828770411504, -0.19829315012206017, 1
0.7318768571463077, -0.11826006904924946, 1
0.9593920749007929, 0.824033032039462, 0
-0.9857893058211786, -0.3257034943846635, 1
0.27677172215916035, -0.3039725830936173, 1
0.5992672420147818, 0.5716719838900746, 0
0.962995836062742, 0.6792672257906895, 0
0.5922653258097836, -0.5280657921755874, 1
0.21121674329516416, 0.23826005542259154, 1
0.7398193718173804, -0.7397078163996385, 1
0.5378646985329882, 0.0319829045089266, 1
0.3849154521203453, 0.6398498953856406, 0
0.11878807026833926, -0.1294833991570965, 1
-0.8614720943380643, -0.5350631402030961, 1
-0.003938965899398683, -0.2553156693152485, 1
0.7575499613662411, 0.968910940132615, 0
-0.27038440478278725, -0.08474211563001899, 1
0.7333930945496399, 0.03855413531817131, 1
-0.11051633815402417, 0.5176993440515048, 0
0.5997252375090856, 0.7707645543650097, 0
0.008588971952760316, -0.3594732357182153, 1
-0.755924956746582, -0.3353125951131273, 1
-0.5566340653013, 0.7313321721487738, 0
-0.5805371458818898, 0.3629540398650821, 0
0.058811072355050786, 0.1439347601680976, 1
0.5960608121574233, 0.12300141540856968, 1
0.17326863378957524, 0.06901293453102553, 1
-0.3707934950670251, -0.25093284234200675, 1
-0.04704054264797697, 0.230677590942175, 1
0.49646058517694636, 0.8831656170577491, 0
0.9373946727126621, -0.7647890266208746, 1
0.14933136794547086, 0.9837873251343408, 0
-0.10391740803856497, -0.7958956642798816, 1
-0.1316430272445328, 0.30339403171860635, 0
0.47404343135332283, -0.6075832894089668, 1
-0.4725091470432301, 0.27211816649318576, 0
0.4078366786775298, -0.0025299233595830195, 1
0.16276891401743088, 0.9128427114653861, 0
-0.9875638607025874, 0.07206316800448809, 0
0.46742466437628605, 0.1714694557591907, 1
0.6497792958015252, 0.00883769559459191, 1
-0.33425890686929494, -0.37017563714607005, 1
-0.19758284711416763, -0.4723785121481445, 1
-0.7722721189141897, 0.3786091743927338, 0
0.8582991696590121, -0.1013160801071864, 1
-0.015017582641160487, -0.6894765971614454, 1
0.6778325536182275, -0.11153460508109703, 1
-0.45952964726729584, 0.4710007079209131, 0
0.8380205611317728, -0.51359965508274, 1
0.7909251702790372, -0.03135265328745551, 1
-0.13632274605195227, -0.8503547363888109, 1
0.08753847600905962, -0.5278283804297026, 1
-0.07688283914539773, -0.6880510373234694, 1
0.5644427911787269, -0.2077810307784005, 1
-0.05877936185294619, 0.9397109254482545, 0
-0.08875603094969842, 0.3384361516656518, 0
-0.42204542108645837, 0.1970909536298826, 0
-0.7938220101452489, -0.9344417041604978, 1
0.6900334881236561, 0.9829279447598447, 0
0.0020054628634775806, -0.4864218801875346, 1
0.7999683970016547, 0.12932235623677601, 1
-0.17029607196548602, -0.7726580082798717, 1
0.2274098213176423, -0.09281783072496119, 1
0.10253462754765574, 0.7165177376304237, 0
-0.5052570128207967, -0.975485444361047, 1
0.19446232433895916, -0.6030444257084351, 1
-0.7842222251469633, -0.7755014808469038, 1
-0.37295730181868936, 0.830785221368578, 0
-0.8667987864949755, 0.1076858798512168, 0
0.9660686131659715, -0.44224640417973915, 1
0.9864247998671092, -0.6510150304064002, 1
-0.640902601509064, 0.8959042217532829, 0
-0.5964411623731205, 0.43430705757530297, 0
-0.9295672381140441, -0.7975610287548756, 1
0.09524066334426129, -0.9708089842555934, 1
0.7131911826696462, -0.3450590131301685, 1
-0.8130693190894955, 0.2829958643604862, 0
0.9244535252111221, 0.7377229749522058, 0
-0.11050986067386259, -0.4995221718898928, 1
-0.6102951093462172, -0.6712344765974516, 1
-0.09925920698877233, 0.4657149055660541, 0
0.6242453779742692, -0.35619812172280496, 1
0.8306309953557767, -0.2898908193285894, 1
0.28830655127906857, -0.04596861312148781, 1
0.6391371870110567, -0.006938591600275101, 1
0.12641054821388176, -0.2601350600148331, 1
0.5642446500718978, -0.06686232964535543, 1
-0.4776169023220864, -0.6818757615745588, 1
0.015432652498997168, -0.3394623429624377, 1
-0.22179865245868524, 0.39033420907302174, 0
0.45447586895319336, -0.5485120839187194, 1
0.08608814725600955, 0.12449108231421735, 1
0.0911991414542499, 0.34149666136974943, 1
0.563037009110094, -0.4638530341534932, 1
-0.26575301609086077, -0.9637094181264547, 1
0.2985015083638962, -0.1652852012008108, 1
0.7286688831983743, 0.324441460532384, 1
0.22722176702088936, -0.9441299108829617, 1
0.03492668681795408, -0.39213540723410256, 1
-0.9619185328378481, 0.7491999472717061, 0
0.26840305074432425, -0.31731810309320396, 1
-0.34750855551918014, 0.47969364657997016, 0
-0.439032130085526, 0.47985227242161677, 0
-0.7818827590314137, 0.971064660870743, 0
-0.01199222773983255, -0.7773260065327732, 1
0.0049598267590797995, -0.9219998009819967, 1
0.12085167828334642, -0.019558384022336783, 1
0.22036960306740982, -0.48799238583040716, 1
0.03886036270240956, 0.7523280638228436, 0
-0.30201324087441717, 0.09526603796749544, 1
0.7090756505606304, -0.44868148139905206, 1
-0.8196289344022716, -0.9592152486252958, 1
0.18949209306342074, -0.18126085704606187, 1
0.08744999979658008, 0.30774831012501047, 1
0.19859635395682917, -0.9595638599948275, 1
0.37090974752020345, -0.5559316365652043, 1
-0.22485563095371552, 0.596415300766246, 0
-0.8490150655332453, 0.2531560272219966, 0
0.09141739961050965, 0.4947038261864076, 0
0.4404148566242747, 0.234666438381115, 1
0.7831518563394724, 0.5448235028668216, 1
0.5857007518489608, 0.0754799709860392, 1
-0.9029618051683821, 0.7430856948561633, 0
0.43195399139935087, -0.7655803415175151, 1
0.598347189964072, -0.717109747549924, 1
-0.6105540647943701, -0.2731175039161604, 1
0.9638250651210845, -0.553969196230198, 1
-0.8979946153072105, -0.1353462406795205, 1
-0.487842549934717, -0.5710503773538562, 1
0.8412316785083105, -0.9511703077000127, 1
-0.5116565791894152, 0.873045782692337, 0
0.2578508927261749, -0.7274144415896131, 1
0.4473748498882155, 0.40481851134412095, 1
0.06935523257640974, -0.7531613677827469, 1
0.6845248826025438, -0.4294885168617639, 1
-0.8764973307764057, 0.13638894226914933, 0
0.2546137221387248, -0.4291725836579805, 1
-0.6187725443817671, 0.3282099455317333, 0
-0.21857816514410877, 0.6383548942330513, 0
-0.8267385256005153, 0.5167655511383387, 0
0.4441662781523561, -0.2900133060716763, 1
0.7050337788581575, -0.028663490392850877, 1
0.28056584039023225, -0.9145948007997282, 1
-0.5217741849829531, -0.42372123371934034, 1
-0.3738312985683665, 0.480080659565683, 0
0.5989667588629446, 0.9370270964112581, 0
0.7792766149073567, -0.4396115601080379, 1
-0.6115818220031124, -0.15527219043340668, 1
-0.1544701181125092, 0.21486994497899792, 1
0.9413261910739794, -0.5863739938612387, 1
-0.23556075942213095, -0.882699015166478, 1
-0.6085974243107741, 0.13707141414396218, 0
0.13125315292652306, -0.09310305974161825, 1
0.28702752783097485, -0.027223745142275435, 1
-0.10755891059957867, 0.004621488997355927, 1
-0.9323871342139407, 0.8849876402339769, 0
0.967915456670077, -0.5913443507014591, 1
0.24424514930037633, 0.49239131507343026, 0
-0.1961494270975952, 0.6825556555671206, 0
-0.13216742161769468, 0.9265064368607079, 0
0.011975502771347957, -0.7367238869086514, 1
0.9431490411017995, 0.31276445510319384, 1
0.711761168258666, -0.23065484639556244, 1
0.6717070137010543, 0.7942411711179349, 0
-0.7292377794796201, -0.9272579866385784, 1
0.4873228580366711, -0.37752235072175044, 1
-0.2714673299203929, -0.99558131874634, 1
0.9629088048769994, 0.8254807094108871, 0
-0.8157078109183353, 0.7857986311930754, 0
-0.8798607619881929, -0.3367883369253317, 1
-0.28002688920645635, 0.33440679138052554, 0
0.799543157477699, 0.04930959797770296, 1
-0.06469611697577138, 0.032927452802135715, 1
-0.30324119461824095, -0.7086159034730464, 1
-0.9367252967514665, -0.41194770824069327, 1
0.028946771948323624, -0.9614853178710647, 1
0.2738052826872037, 0.18952248960035822, 1
-0.9273856486116925, -0.3653883164035223, 1
0.8563009657102971, -0.5652063273966974, 1
0.8553634968906807, 0.7524166911898247, 0
-0.8882759282061452, -0.7298198616135878, 1
0.9735237662131797, 0.5136625119026008, 1
-0.549046701432421, -0.706940894041368, 1
0.5023593010979608, 0.5654036883841982, 0
-0.7600141306628716, 0.23192872936270925, 0
