w1, w2, l
0, 0, 1570.0226994497598
0.4620633846497145, -3.0588987629154145, 70.55097047949806
1.0172833894050854, -2.8362229863357724, 16.500147279873527
0.9588868810513468, -2.888093712285161, 15.538950841396463
0.9716274533208479, -2.896366258221721, 15.480890504398342
0.975263066039564, -2.904986205163524, 15.456047321143968
0.9783536615262366, -2.9108253652559566, 15.4436106410583
0.9804923089644889, -2.9149993343568132, 15.43733845114594
0.9820158624656005, -2.91796592464706, 15.43416542516691
0.9830988559664955, -2.9200786294939753, 15.432556817714223
0.9838699280533626, -2.921584108013719, 15.431740090190674
0.9844193051559336, -2.922657455831163, 15.431324978406606
0.9848109479325212, -2.923422986886462, 15.431113833813553
0.9850902534504528, -2.9239691184931362, 15.431006378636683
0.9852894997742683, -2.924358801536027, 15.430951671983554
0.9854316630893536, -2.9246368896948223, 15.430923812650281
0.9855331117652693, -2.92483535928102, 15.430909622560952
0.9856055135318358, -2.9249770150602377, 15.430902393878062
0.9856571888650991, -2.92507812531878, 15.430898711100081
0.9856940730145042, -2.9251502976668595, 15.430896834715753
0.9857204006718564, -2.9252018154221773, 15.430895878647371
0.9857391936691193, -2.92523859023835, 15.43089539148868
0.9857526085868122, -2.925264841454529, 15.430895143254627
0.9857621846229454, -2.9252835807024717, 15.430895016764179
0.9857690203967121, -2.9252969576679684, 15.430894952309187
0.9857739000901886, -2.925306506824185, 15.430894919465295
0.9857773834594356, -2.925313323517814, 15.430894902729394
0.9857798700712387, -2.9253181896459663, 15.430894894201613
